# =============================================================================
# PRIZM MOBILE — MASTER INVENTORY & TRACEABILITY MATRIX
# =============================================================================
# 
# Standard: IEEE 829-2008 / QA-QC-POLICY-AND-PLAN.md §4.0
# Single source of truth for ALL module operations across ALL batches.
# Every agent MUST update this file when sweeping, testing, or deploying.
#
# ── MANDATORY HEADER (do not change column order or names) ──────────────────
#
# #,Batch,Round,Module,Operation,Category,HTTPMethod,APIEndpoint,WEBUI_Method,
# WEBUI_Available,API_Available,Mobile_Available,Tested,HTTP_Code,Success,
# Iterations,Gap_Severity,Fields,Notes
#
# ── HOW TO UPDATE ────────────────────────────────────────────────────────────
#
# 1. NEVER change the header row. All agents use same columns.
# 2. Sweeping new module: add rows with Round=1, Tested=NO, Success=PENDING
# 3. Testing: update Tested=YES, HTTP_Code=200, Success=YES/NO, increment Iterations
# 4. Fixing: increment Round, update Notes with fix description
# 5. Each batch round = new block with blank line + separator comment
# 6. Do NOT delete old rows — increment Iterations and update Success
#
# ── BATCH DEFINITIONS (from QA-QC-POLICY-AND-PLAN.md §2.2) ──────────────────
#
# BATCH 1: Tasks (Pilot)
# BATCH 2: Customers · Contacts · Leads · Contracts · Business Partners · Projects · Milestones
# BATCH 3: Invoices · Estimates · Proposals · Payments · Items · Credit Notes · Expenses · Budget · Cost Centers
# BATCH 4: Tickets · Knowledge Base · Surveys · Announcements
# BATCH 5: Purchase Requests · Purchase Orders · Payment Requests · Expense Requests · Suppliers · Delivery Notes · Quotations · Received Vouchers · Completion Certificates
# BATCH 6: Staff · HR Records · HR Payroll · Recruitment · Leaves · Timesheets · Goals · Todo
# BATCH 7: Gatepass · Fixed Equipment · Materials Catalog · Vehicles · Cost Centers
# BATCH 8: Tenders · Opportunities · Technical Inquiries · RFQ · Advance Leads
# BATCH 9: Dashboard · Calendar · Reports · Settings · Roles · Permissions · API Management · Automation · Custom Fields · Filters · Mods · Backup · Documentation
# BATCH 10: AI Gateway · AI Feature Management · Outlook365 · QuickBooks · Linkedin · DMS · KBI · SMS/OTP
#
# =============================================================================
# ===== BATCH 1 — ROUND 1 — Tasks Pilot (Sweep) ===================
#,Batch,Round,Module,Operation,Category,HTTPMethod,APIEndpoint,WEBUI_Method,WEBUI_Available,API_Available,Mobile_Available,Tested,HTTP_Code,Success,Iterations,Gap_Severity,Fields,Notes
967,9,1,advanceleads,get_RFx_info (Advanceleads),VALIDATE,GET,,get_RFx_info,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
968,9,1,advanceleads,report (Advanceleads),ACTION,POST,,report,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
969,9,1,advanceleads,get_leads_data (Advanceleads),VALIDATE,GET,,get_leads_data,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
970,9,1,advanceleads,table_report (Advanceleads),READ,GET,,table_report,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
971,9,1,advanceleads,upload_file (Advanceleads),UPLOAD,POST,,upload_file,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
972,9,1,advanceleads,create_technical_analysis (Advanceleads),ACTION,POST,,create_technical_analysis,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
973,9,1,advanceleads,get_unit (Advanceleads),VALIDATE,GET,,get_unit,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
974,9,1,advanceleads,test_openai (Advanceleads),ACTION,POST,,test_openai,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
975,9,1,advanceleads,suggestedSuppliersAI (Advanceleads),ACTION,POST,,suggestedSuppliersAI,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
976,9,1,advanceleads,parse_pdf_static (Advanceleads),ACTION,POST,,parse_pdf_static,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
977,9,1,advanceleads_grid,index (Advanceleads_grid),LIST,GET,,index,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
978,9,1,advanceleads_grid,get_table_data (Advanceleads_grid),VALIDATE,GET,,get_table_data,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
979,9,1,api,index (Api),LIST,GET,,index,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
980,9,1,api,migratefromold (Api),ACTION,POST,,migratefromold,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
981,9,1,api,DEWAScrape (Api),ACTION,POST,,DEWAScrape,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
982,9,1,api,DEWACSV (Api),ACTION,POST,,DEWACSV,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
983,9,1,api,open_external_file (Api),ACTION,POST,,open_external_file,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
984,9,1,api,api_scrapping_dewa_rfx_folder (Api),ACTION,POST,,api_scrapping_dewa_rfx_folder,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
985,9,1,api,change_field (Api),ACTION,POST,,change_field,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
986,9,1,api,adgpg_scrape (Api),ACTION,POST,,adgpg_scrape,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
987,9,1,api,etimad_scrape (Api),ACTION,POST,,etimad_scrape,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
988,9,1,api,keyword_notification_cron (Api),ACTION,POST,,keyword_notification_cron,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
989,9,1,api,extract_files_text (Api),ACTION,POST,,extract_files_text,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
990,9,1,api,scrape_rfx_materials_cron (Api),ACTION,POST,,scrape_rfx_materials_cron,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
991,9,1,api,seo_friendly_url (Api),ACTION,POST,,seo_friendly_url,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
992,9,1,api,validMySQL (Api),ACTION,POST,,validMySQL,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
993,9,1,api,extract_dewa_rfx_materials (Api),ACTION,POST,,extract_dewa_rfx_materials,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
994,9,1,api,extractkeys (Api),ACTION,POST,,extractkeys,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
995,9,1,run,get_valid_openai_files (Run),VALIDATE,GET,,get_valid_openai_files,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
996,9,1,run,openAi (Run),ACTION,POST,,openAi,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
997,9,1,run,cleanJsonFromAssistantResponse (Run),ACTION,POST,,cleanJsonFromAssistantResponse,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1010,9,1,aifm_workflow_api,create_feature (Aifm_workflow_api),ACTION,POST,,create_feature,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1011,9,1,aifm_workflow_api,get_feature (Aifm_workflow_api),VALIDATE,GET,,get_feature,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1012,9,1,aifm_workflow_api,update_feature (Aifm_workflow_api),ACTION,POST,,update_feature,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1013,9,1,aifm_workflow_api,add_attachment (Aifm_workflow_api),UPLOAD,POST,,add_attachment,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1014,9,1,aifm_workflow_api,delete_attachment (Aifm_workflow_api),DELETE,DELETE,,delete_attachment,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1015,9,1,aifm_workflow_api,analyze (Aifm_workflow_api),ACTION,POST,,analyze,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1016,9,1,aifm_workflow_api,update_plan (Aifm_workflow_api),ACTION,POST,,update_plan,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1017,9,1,aifm_workflow_api,submit_for_review (Aifm_workflow_api),ACTION,POST,,submit_for_review,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1018,9,1,aifm_workflow_api,review (Aifm_workflow_api),ACTION,POST,,review,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1019,9,1,aifm_workflow_api,approve (Aifm_workflow_api),ACTION,POST,,approve,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1020,9,1,aifm_workflow_api,audit (Aifm_workflow_api),ACTION,POST,,audit,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1021,9,1,aifm_workflow_api,convert_to_task (Aifm_workflow_api),ACTION,POST,,convert_to_task,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1022,9,1,aifm_workflow_ui,index (Aifm_workflow_ui),LIST,GET,,index,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1023,9,1,aifm_workflow_ui,settings (Aifm_workflow_ui),ACTION,POST,,settings,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1024,9,1,aifm_workflow_ui,new_feature (Aifm_workflow_ui),ACTION,POST,,new_feature,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1025,9,1,aifm_workflow_ui,view (Aifm_workflow_ui),READ,GET,,view,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1106,9,1,ai_feature_management_api,timeline (Ai_feature_management_api),ACTION,POST,,timeline,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1107,9,1,ai_feature_management_api,search_erp_tasks (Ai_feature_management_api),ACTION,POST,,search_erp_tasks,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1108,9,1,ai_feature_management_api,convert_ticket (Ai_feature_management_api),ACTION,POST,,convert_ticket,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1109,9,1,ai_feature_management_api,recompute_schedule (Ai_feature_management_api),ACTION,POST,,recompute_schedule,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1110,9,1,ai_feature_management_api,upload (Ai_feature_management_api),ACTION,POST,,upload,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1111,9,1,ai_feature_management_api,analyze (Ai_feature_management_api),ACTION,POST,,analyze,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1112,9,1,ai_feature_management_api,analyze_impact (Ai_feature_management_api),ACTION,POST,,analyze_impact,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1113,9,1,ai_feature_management_api,get_impact_analysis (Ai_feature_management_api),VALIDATE,GET,,get_impact_analysis,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1114,9,1,ai_feature_management_api,setup_impact_analyzer (Ai_feature_management_api),ACTION,POST,,setup_impact_analyzer,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1115,9,1,ai_feature_management_api,features_by_module (Ai_feature_management_api),ACTION,POST,,features_by_module,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1116,9,1,ai_feature_management_api,ticket_conversion_status (Ai_feature_management_api),ACTION,POST,,ticket_conversion_status,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1117,9,1,ai_feature_management_api,update_converted_request (Ai_feature_management_api),ACTION,POST,,update_converted_request,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1118,9,1,ai_feature_management_api,feature_details (Ai_feature_management_api),ACTION,POST,,feature_details,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1119,9,1,ai_feature_management_api,debug_last_request (Ai_feature_management_api),ACTION,POST,,debug_last_request,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1120,9,1,ai_feature_management_api,spec_draft (Ai_feature_management_api),ACTION,POST,,spec_draft,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1121,9,1,ai_feature_management_api,api_calls (Ai_feature_management_api),ACTION,POST,,api_calls,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1122,9,1,ai_feature_management_api,feature_trace (Ai_feature_management_api),ACTION,POST,,feature_trace,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1123,9,1,ai_feature_management_api,save_module_summary (Ai_feature_management_api),ACTION,POST,,save_module_summary,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1124,9,1,ai_feature_management_api,module_overview (Ai_feature_management_api),ACTION,POST,,module_overview,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1125,9,1,ai_feature_management_api,publish (Ai_feature_management_api),ACTION,POST,,publish,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1126,9,1,ai_feature_management_api,reorder (Ai_feature_management_api),ACTION,POST,,reorder,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1127,9,1,ai_feature_management_api,task_queue_info (Ai_feature_management_api),ACTION,POST,,task_queue_info,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1128,9,1,ai_feature_management_api,hours_summary (Ai_feature_management_api),ACTION,POST,,hours_summary,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1129,9,1,ai_feature_management_api,feature_delete (Ai_feature_management_api),ACTION,POST,,feature_delete,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1130,9,1,ai_feature_management_api,feature_restore (Ai_feature_management_api),ACTION,POST,,feature_restore,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1131,9,1,ai_feature_management_api,feature_purge (Ai_feature_management_api),ACTION,POST,,feature_purge,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1132,9,1,ai_feature_management_api,bin_list (Ai_feature_management_api),ACTION,POST,,bin_list,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1133,9,1,ai_feature_management_api,estimate (Ai_feature_management_api),ACTION,POST,,estimate,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1134,9,1,ai_feature_management_api,test_gateway_connection (Ai_feature_management_api),ACTION,POST,,test_gateway_connection,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1135,9,1,ai_feature_management_api,save_settings (Ai_feature_management_api),ACTION,POST,,save_settings,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1136,9,1,ai_feature_management_api,test_prompt (Ai_feature_management_api),ACTION,POST,,test_prompt,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1137,9,1,ai_feature_management_api,test_connection (Ai_feature_management_api),ACTION,POST,,test_connection,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1138,9,1,ai_feature_management_api,scan_modules (Ai_feature_management_api),ACTION,POST,,scan_modules,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1139,9,1,ai_feature_management_api,get_detected_modules (Ai_feature_management_api),VALIDATE,GET,,get_detected_modules,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1140,9,1,ai_feature_management_api,approve_module (Ai_feature_management_api),ACTION,POST,,approve_module,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1141,9,1,ai_feature_management_api,reject_module (Ai_feature_management_api),ACTION,POST,,reject_module,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1142,9,1,ai_feature_management_api,reset_module_status (Ai_feature_management_api),ACTION,POST,,reset_module_status,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1143,9,1,ai_feature_management_api,rebuild_modules_index (Ai_feature_management_api),ACTION,POST,,rebuild_modules_index,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1144,9,1,ai_feature_management_api,analyze_module (Ai_feature_management_api),ACTION,POST,,analyze_module,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1145,9,1,ai_feature_management_api,analyze_all_modules (Ai_feature_management_api),ACTION,POST,,analyze_all_modules,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1146,9,1,ai_feature_management_api,scan_changes (Ai_feature_management_api),ACTION,POST,,scan_changes,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1147,9,1,ai_feature_management_api,get_module_metadata (Ai_feature_management_api),VALIDATE,GET,,get_module_metadata,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1148,9,1,ai_feature_management_api,vector_store_create_or_check (Ai_feature_management_api),ACTION,POST,,vector_store_create_or_check,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1149,9,1,ai_feature_management_api,vector_sync_module (Ai_feature_management_api),ACTION,POST,,vector_sync_module,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1150,9,1,ai_feature_management_api,vector_sync_all (Ai_feature_management_api),ACTION,POST,,vector_sync_all,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1151,9,1,ai_feature_management_api,vector_store_status (Ai_feature_management_api),ACTION,POST,,vector_store_status,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1152,9,1,ai_feature_management_api,vector_store_settings (Ai_feature_management_api),ACTION,POST,,vector_store_settings,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1153,9,1,ai_feature_management_api,vector_modules_status (Ai_feature_management_api),ACTION,POST,,vector_modules_status,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1154,9,1,ai_feature_management_api,impact_analysis (Ai_feature_management_api),ACTION,POST,,impact_analysis,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1155,9,1,ai_feature_management_api,create_assistant (Ai_feature_management_api),ACTION,POST,,create_assistant,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1156,9,1,ai_feature_management_api,test_assistant (Ai_feature_management_api),ACTION,POST,,test_assistant,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1157,9,1,ai_feature_management_api,sync_vector_store (Ai_feature_management_api),ACTION,POST,,sync_vector_store,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1158,9,1,ai_feature_management_api,diagnose_keys (Ai_feature_management_api),ACTION,POST,,diagnose_keys,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1159,9,1,ai_feature_management_api,fetch_openai_models (Ai_feature_management_api),ACTION,POST,,fetch_openai_models,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1160,9,1,ai_feature_management_api,fetch_openai_assistants (Ai_feature_management_api),ACTION,POST,,fetch_openai_assistants,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1161,9,1,ai_feature_management_api,get_api_versions (Ai_feature_management_api),VALIDATE,GET,,get_api_versions,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1162,9,1,ai_gateway,index (Ai_gateway),LIST,GET,,index,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1163,9,1,ai_gateway,developer_guide (Ai_gateway),ACTION,POST,,developer_guide,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1164,9,1,ai_gateway,providers (Ai_gateway),ACTION,POST,,providers,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1165,9,1,ai_gateway,add_provider (Ai_gateway),ACTION,POST,,add_provider,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1166,9,1,ai_gateway,edit_provider (Ai_gateway),ACTION,POST,,edit_provider,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1167,9,1,ai_gateway,delete_provider (Ai_gateway),DELETE,DELETE,,delete_provider,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1168,9,1,ai_gateway,models (Ai_gateway),ACTION,POST,,models,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1169,9,1,ai_gateway,add_model (Ai_gateway),ACTION,POST,,add_model,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1170,9,1,ai_gateway,edit_model (Ai_gateway),ACTION,POST,,edit_model,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1171,9,1,ai_gateway,sync_models (Ai_gateway),ACTION,POST,,sync_models,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1172,9,1,ai_gateway,get_provider_models (Ai_gateway),VALIDATE,GET,,get_provider_models,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1173,9,1,ai_gateway,api_keys (Ai_gateway),ACTION,POST,,api_keys,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1174,9,1,ai_gateway,add_api_key (Ai_gateway),ACTION,POST,,add_api_key,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1175,9,1,ai_gateway,delete_api_key (Ai_gateway),DELETE,DELETE,,delete_api_key,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1176,9,1,ai_gateway,logs (Ai_gateway),ACTION,POST,,logs,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1177,9,1,ai_gateway,view_log (Ai_gateway),ACTION,POST,,view_log,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1178,9,1,ai_gateway,prompt_versions_aggrid (Ai_gateway),ACTION,POST,,prompt_versions_aggrid,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1179,9,1,ai_gateway,get_prompt_by_version (Ai_gateway),VALIDATE,GET,,get_prompt_by_version,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1180,9,1,ai_gateway,reports (Ai_gateway),ACTION,POST,,reports,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1181,9,1,ai_gateway,settings (Ai_gateway),ACTION,POST,,settings,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1182,9,1,ai_gateway,health_check (Ai_gateway),ACTION,POST,,health_check,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1183,9,1,ai_gateway,usage_by_module_aggrid (Ai_gateway),ACTION,POST,,usage_by_module_aggrid,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1184,9,1,ai_gateway,usage_by_provider_aggrid (Ai_gateway),ACTION,POST,,usage_by_provider_aggrid,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1185,9,1,ai_gateway,recent_logs_aggrid (Ai_gateway),ACTION,POST,,recent_logs_aggrid,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1186,9,1,ai_gateway,providers_aggrid (Ai_gateway),ACTION,POST,,providers_aggrid,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1187,9,1,ai_gateway,models_aggrid (Ai_gateway),ACTION,POST,,models_aggrid,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1188,9,1,ai_gateway,api_keys_aggrid (Ai_gateway),ACTION,POST,,api_keys_aggrid,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1189,9,1,ai_gateway,logs_aggrid (Ai_gateway),ACTION,POST,,logs_aggrid,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1190,9,1,ai_gateway,cost_summary_aggrid (Ai_gateway),ACTION,POST,,cost_summary_aggrid,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1191,9,1,ai_gateway,usage_by_module_report_aggrid (Ai_gateway),ACTION,POST,,usage_by_module_report_aggrid,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1192,9,1,ai_gateway,usage_by_feature_aggrid (Ai_gateway),ACTION,POST,,usage_by_feature_aggrid,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1193,9,1,ai_gateway,prompts (Ai_gateway),ACTION,POST,,prompts,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1194,9,1,ai_gateway,prompts_aggrid (Ai_gateway),ACTION,POST,,prompts_aggrid,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1195,9,1,ai_gateway,prompt_history (Ai_gateway),ACTION,POST,,prompt_history,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1196,9,1,ai_gateway,prompt_history_aggrid (Ai_gateway),ACTION,POST,,prompt_history_aggrid,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1197,9,1,ai_gateway,get_history_detail (Ai_gateway),VALIDATE,GET,,get_history_detail,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1198,9,1,ai_gateway_api,execute_prompt (Ai_gateway_api),ACTION,POST,,execute_prompt,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1199,9,1,ai_gateway_api,get_usage_stats (Ai_gateway_api),VALIDATE,GET,,get_usage_stats,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1200,9,1,ai_gateway_api,health_check (Ai_gateway_api),ACTION,POST,,health_check,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1201,9,1,ai_gateway_api,get_models (Ai_gateway_api),VALIDATE,GET,,get_models,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1202,9,1,ai_gateway_api,get_logs (Ai_gateway_api),VALIDATE,GET,,get_logs,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1203,9,1,ai_gateway_api,export_logs (Ai_gateway_api),ACTION,POST,,export_logs,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1204,9,1,ai_gateway_test,index (Ai_gateway_test),LIST,GET,,index,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1205,9,1,ai_gateway_test,health_check (Ai_gateway_test),ACTION,POST,,health_check,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1206,9,1,ai_gateway_test,settings (Ai_gateway_test),ACTION,POST,,settings,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1207,9,1,ai_gateway_test,settings_aggrid (Ai_gateway_test),ACTION,POST,,settings_aggrid,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1208,9,1,ai_gateway_test,add_setting (Ai_gateway_test),ACTION,POST,,add_setting,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1209,9,1,ai_gateway_test,edit_setting (Ai_gateway_test),ACTION,POST,,edit_setting,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1210,9,1,ai_gateway_test,delete_setting (Ai_gateway_test),DELETE,DELETE,,delete_setting,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1211,9,1,ai_gateway_test,toggle_setting (Ai_gateway_test),ACTION,POST,,toggle_setting,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1212,9,1,ai_gateway_test,view_log (Ai_gateway_test),ACTION,POST,,view_log,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1213,9,1,admin_api,can_impersonate_get (Admin_api),ACTION,POST,,can_impersonate_get,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1214,9,1,admin_api,staff_get (Admin_api),ACTION,POST,,staff_get,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1215,9,1,admin_api,impersonate_start_post (Admin_api),ACTION,POST,,impersonate_start_post,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1216,9,1,admin_api,impersonate_stop_post (Admin_api),ACTION,POST,,impersonate_stop_post,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1217,9,1,advance_leads_api,data_get (Advance_leads_api),ACTION,POST,,data_get,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1218,9,1,advance_leads_api,data_post (Advance_leads_api),ACTION,POST,,data_post,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1219,9,1,advance_leads_api,data_put (Advance_leads_api),ACTION,POST,,data_put,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1220,9,1,advance_leads_api,data_delete (Advance_leads_api),ACTION,POST,,data_delete,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1221,9,1,advance_leads_api,details_get (Advance_leads_api),ACTION,POST,,details_get,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
1222,9,1,advance_leads_api,details_post (Advance_leads_api),ACTION,POST,,details_post,YES,NO,NO,NO,N/A,PENDING,0,MEDIUM,,
